Rk,Player,Pos,Age,Tm,G,MP,PER,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,,%Game,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Salary
197,Josh Hall,SF,20,OKC,21,336,1,0.374,0.444,-1.1,0.2,-0.9,-0.126,-9.7,-2.4,-12.1,-0.9,,1,0.363,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,3717000
198,R.J. Hampton,SG,19,TOT,51,888,11.1,0.278,0.262,-0.3,0.7,0.4,0.021,-2.9,-0.9,-3.8,-0.4,,0.5,0.507,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,3640200
198,R.J. Hampton,SG,19,DEN,25,233,7.7,0.3,0.2,-0.1,0.2,0.1,0.03,-4.5,-1,-5.6,-0.2,,0.2,0.49,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,3631200
198,R.J. Hampton,SG,19,ORL,26,655,12.3,0.273,0.277,-0.2,0.5,0.2,0.018,-2.3,-0.9,-3.2,-0.2,,0.3,0.511,2.9,18,10.2,17.8,1.2,1.1,12.9,21.5,3623000
199,Tim Hardaway Jr.,SG,28,DAL,70,1985,15.7,0.581,0.191,3.2,1.2,4.3,0.105,1.9,-1.8,0.1,1.1,,1,0.589,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3623000
200,James Harden,PG,31,TOT,44,1609,24.5,0.455,0.44,5.3,1.7,7,0.208,6.2,0.6,6.8,3.5,,0.5,0.618,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,3623000
200,James Harden,PG,31,HOU,8,290,22.4,0.533,0.444,0.8,0.2,1,0.159,5.6,-1,4.6,0.5,,0.1,0.613,1.8,13.8,7.5,46.9,1.1,1.8,17.4,28.7,3564753
200,James Harden,PG,31,BRK,36,1319,25,0.437,0.439,4.5,1.5,6,0.219,6.3,0.9,7.2,3,,0.4,0.619,2.6,22.1,12.9,43.8,1.7,1.8,16.7,28.4,3562178
201,Maurice Harkless,PF,27,TOT,37,772,8.1,0.509,0.261,0.2,0.4,0.6,0.038,-3.9,-0.2,-4,-0.4,,0.5,0.527,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,3550800
201,Maurice Harkless,PF,27,MIA,11,124,4.6,0.846,0.154,0,0.1,0.1,0.046,-3.5,0.5,-3,0,,0.1,0.54,1.9,10,6,7.3,0.8,3.4,17.8,6.1,3542060
201,Maurice Harkless,PF,27,SAC,26,648,8.8,0.48,0.27,0.1,0.3,0.5,0.036,-3.9,-0.3,-4.2,-0.4,,0.4,0.526,1.9,11.3,6.5,7.3,2.1,2.1,10.1,12.6,3516284
202,Jared Harper,PG,23,NYK,8,16,-10.8,0.25,1,-0.1,0,-0.1,-0.365,-16.5,-6.2,-22.8,-0.1,,1,0.26,0,13.4,6.8,7.7,0,0,34.2,24.4,3500000
203,Montrezl Harrell,C,27,LAL,69,1580,22.7,0.017,0.425,4.5,2.7,7.3,0.221,2.4,0.3,2.7,1.9,,1,0.65,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,3500000
204,Gary Harris,SG,26,TOT,39,1080,9.1,0.409,0.226,0.2,0.6,0.7,0.033,-2.9,-1.8,-4.7,-0.8,,0.5,0.511,2.1,5.9,4,10.3,1.3,1,8.9,16.7,3500000
204,Gary Harris,SG,26,DEN,19,581,9.3,0.481,0.192,0.4,0.4,0.8,0.065,-2.1,-1.5,-3.6,-0.2,,0.2,0.544,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,3500000
204,Gary Harris,SG,26,ORL,20,499,9,0.349,0.254,-0.2,0.2,0,-0.005,-3.8,-2.3,-6,-0.5,,0.3,0.485,1.6,5.2,3.3,14,1.1,1.3,9.9,20.2,3491159
205,Jalen Harris,SG,22,TOR,13,172,15.2,0.5,0.125,0.1,0.1,0.3,0.079,0.4,0.1,0.6,0.1,,1,0.632,1.9,9.9,5.8,16,2.3,0,15.6,22.6,3458400
206,Joe Harris,SF,29,BRK,69,2141,14.1,0.628,0.089,4.1,1.1,5.2,0.117,1.7,-1.5,0.2,1.2,,1,0.663,2.3,10.1,6.4,8.4,1,0.6,7.8,16.2,3449400
207,Tobias Harris,PF,28,PHI,62,2014,20,0.225,0.221,4.1,3.1,7.1,0.17,2.8,0.5,3.4,2.7,,1,0.597,3.5,19.2,11.5,17.6,1.3,2.3,9.5,23.9,3447478
208,Shaquille Harrison,SG,27,TOT,34,333,6.8,0.205,0.282,-0.2,0.4,0.2,0.03,-5.9,1.3,-4.6,-0.2,,0.5,0.416,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,3372840
208,Shaquille Harrison,SG,27,UTA,17,56,6.5,0.1,0.3,-0.1,0.1,0,-0.033,-6.5,-1.3,-7.9,-0.1,,0.3,0.375,5.9,10.9,8.5,21.5,1.7,0,18.1,21.3,3372826
208,Shaquille Harrison,SG,27,DEN,17,277,6.9,0.241,0.276,-0.1,0.4,0.2,0.042,-5.8,1.8,-4,-0.1,,0.3,0.431,1.6,14.3,8,7.1,2.7,1.8,8.4,11.2,3300000
209,Josh Hart,SF,25,NOP,47,1349,12.2,0.561,0.259,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,,1,0.566,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,3300000
210,Isaiah Hartenstein,C,22,TOT,46,559,17.9,0.035,0.415,0.7,0.9,1.6,0.134,-2.5,1.1,-1.4,0.1,,0.5,0.583,13,23.7,18.2,15.3,1.7,6.5,17.9,19.2,3285120
210,Isaiah Hartenstein,C,22,DEN,30,272,15.5,0,0.45,0.2,0.5,0.7,0.115,-4.2,-0.1,-4.3,-0.2,,0.3,0.543,16.7,18.7,17.7,7.5,2,7.2,18,18.7,3283684
210,Isaiah Hartenstein,C,22,CLE,16,287,20.3,0.066,0.385,0.5,0.4,0.9,0.151,-1,2.3,1.3,0.2,,0.2,0.62,9.5,28.4,18.7,22.8,1.4,5.9,17.8,19.6,3200000
211,Udonis Haslem,C,40,MIA,1,3,54.6,0,0,0,0,0,0.475,24.1,7,31.1,0,,1,1,0,37.5,19.1,0,0,0,0,30.1,3169348
212,Jaxson Hayes,C,20,NOP,60,964,19.1,0.05,0.429,2.6,1,3.5,0.176,0.6,-0.1,0.5,0.6,,1,0.675,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,3121080
213,Killian Hayes,PG,19,DET,26,670,5.3,0.358,0.085,-1.8,0.6,-1.1,-0.081,-6.3,-1,-7.3,-0.9,,1,0.422,1,10.6,5.7,29.7,2,1.3,28.5,19,3121080
214,Gordon Hayward,SF,30,CHO,44,1496,17.6,0.312,0.281,2.2,1.4,3.5,0.114,1.9,-0.5,1.4,1.3,,1,0.584,2.6,16.3,9.3,19.5,1.7,0.9,11,23.9,3113160
215,Juan Hernangómez,PF,25,MIN,52,900,12.1,0.562,0.324,0.6,0.5,1.1,0.06,-1.3,-2.1,-3.3,-0.3,,1,0.549,5.2,20,12.3,5.6,1,0.7,7.3,17.2,3051832
216,Willy Hernangómez,C,26,NOP,47,846,19.6,0.037,0.347,1.9,1,2.9,0.163,1.1,-1.1,-0.1,0.4,,1,0.591,15,27.8,21.4,8.5,1.2,2.6,9.9,17,3044160
217,Tyler Herro,SG,21,MIA,54,1635,13.3,0.425,0.167,0.1,1.6,1.7,0.049,-0.5,-1.1,-1.6,0.2,,1,0.543,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,3011499
218,Buddy Hield,SG,28,SAC,71,2433,12.8,0.727,0.105,1.5,0.7,2.2,0.044,0.8,-1.6,-0.8,0.7,,1,0.567,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,3000000
219,George Hill,PG,34,TOT,30,672,13.1,0.406,0.254,0.9,0.6,1.4,0.1,-0.9,-0.5,-1.4,0.1,,0.5,0.596,2.6,7.2,4.9,16,1.6,0.7,12.4,15.9,3000000
219,George Hill,PG,34,OKC,14,369,15.9,0.475,0.208,0.8,0.2,1,0.129,0.9,-0.5,0.4,0.2,,0.2,0.63,2.2,6,4.1,18.2,1.5,0.5,8.4,16.5,2964840
219,George Hill,PG,34,PHI,16,303,9.7,0.299,0.325,0,0.4,0.4,0.065,-3.2,-0.5,-3.7,-0.1,,0.3,0.545,3,8.6,5.8,13.3,1.8,0.9,17.8,15.2,2957520
220,Solomon Hill,PF,29,ATL,71,1513,6.7,0.711,0.154,0.1,1.2,1.3,0.04,-3,0.2,-2.8,-0.3,,1,0.498,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,2895720
221,Nate Hinton,SG,21,DAL,21,93,10.4,0.452,0.238,-0.2,0.1,0,-0.015,-4.6,0.4,-4.2,-0.1,,1,0.442,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,2893630
222,Jaylen Hoard,SF,21,OKC,19,320,13.4,0.125,0.466,0.2,0.3,0.5,0.07,-2.4,-0.2,-2.6,-0.1,,1,0.547,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,2844429
223,Aaron Holiday,PG,24,IND,66,1176,9.2,0.417,0.19,-0.6,0.8,0.2,0.009,-3.2,-1,-4.1,-0.6,,1,0.503,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,2824320
224,Jrue Holiday,PG,30,MIL,59,1907,20,0.344,0.165,4.3,2.2,6.6,0.165,2.8,0.7,3.5,2.6,,1,0.592,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,2816760
225,Justin Holiday,SG,31,IND,72,2183,10.4,0.725,0.136,1.4,1.8,3.1,0.069,-0.7,-0.4,-1.1,0.5,,1,0.571,1.6,11.1,6.4,7,1.6,1.5,7.5,14,2761920
226,Rondae Hollis-Jefferson,PF,26,POR,11,107,14.4,0.056,0.889,0.3,0.1,0.3,0.147,-1.4,0.8,-0.6,0,,1,0.539,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,2750000
227,Richaun Holmes,C,27,SAC,61,1782,20.2,0.019,0.296,4.7,1.4,6.1,0.165,0.6,-0.3,0.3,1,,1,0.669,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,2750000
228,Rodney Hood,SF,28,TOT,55,942,5.6,0.435,0.108,-0.7,0.3,-0.4,-0.019,-5.3,-1.8,-7.1,-1.2,,0.5,0.452,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,2711280
228,Rodney Hood,SF,28,POR,38,726,5,0.418,0.06,-0.7,0.2,-0.5,-0.034,-5.7,-2,-7.6,-1,,0.3,0.436,2.6,8.3,5.4,8.5,1.3,0.5,13.1,14.1,2689920
228,Rodney Hood,SF,28,TOR,17,216,7.5,0.492,0.271,0,0.1,0.1,0.029,-3.9,-1.4,-5.4,-0.2,,0.2,0.5,2.5,13.2,7.6,3.8,0.9,1.4,7,14.2,2651040
229,Al Horford,C,34,OKC,28,782,17.4,0.422,0.061,0.8,0.9,1.6,0.101,1.9,1.4,3.3,1,,1,0.538,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,2619207
230,Talen Horton-Tucker,SG,20,LAL,65,1304,12.9,0.268,0.264,-0.1,2.2,2.1,0.078,-2.5,1.3,-1.2,0.3,,1,0.536,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,2602920
231,Danuel House,SF,27,HOU,36,932,9.1,0.574,0.232,0,0.5,0.5,0.026,-2.7,-0.5,-3.1,-0.3,,1,0.525,2,13.6,7.5,10.6,1,1.5,10.7,15.3,2582160
232,Dwight Howard,C,35,PHI,69,1196,17.8,0.066,0.693,1.3,2.6,4,0.159,-2.2,0.3,-1.9,0,,1,0.61,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,2564753
233,Markus Howard,SG,21,DEN,37,205,6.4,0.613,0.085,-0.4,0.1,-0.3,-0.068,-5.9,-3.1,-9,-0.4,,1,0.477,0.6,11,5.8,12.6,1,0.5,14.1,27.2,2564753
234,Kevin Huerter,SG,22,ATL,69,2126,12.2,0.528,0.088,1.9,1.7,3.6,0.08,-0.7,0.1,-0.6,0.8,,1,0.541,2,9.7,6,16.3,1.9,0.7,9.4,17.2,2564753
235,Elijah Hughes,SF,22,UTA,18,64,8.4,0.767,0.133,-0.1,0.1,0,-0.013,-1.8,-1.9,-3.7,0,,1,0.488,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,2564753
236,De'Andre Hunter,SF,23,ATL,23,678,15.7,0.383,0.343,1.2,0.6,1.7,0.123,0.8,-0.1,0.8,0.5,,1,0.603,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,2564753
237,Chandler Hutchison,SF,24,TOT,25,346,6.8,0.214,0.243,-0.5,0.4,-0.1,-0.007,-5.9,-0.2,-6.1,-0.4,,0.5,0.469,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,2564753
237,Chandler Hutchison,SF,24,CHI,7,64,0.4,0.167,0.111,-0.2,0.1,-0.1,-0.103,-9.4,-1.5,-10.9,-0.1,,0.1,0.344,1.8,32.6,17.3,7.9,0.8,0,20.9,16.2,2564753
237,Chandler Hutchison,SF,24,WAS,18,282,8.2,0.224,0.271,-0.2,0.3,0.1,0.014,-5.1,0.1,-5,-0.2,,0.4,0.494,1.9,19.9,10.9,6,1.8,1.5,13.6,16.2,2545320
238,Serge Ibaka,C,31,LAC,41,955,18.2,0.315,0.145,1.7,1.3,3,0.15,1.3,-0.5,0.8,0.7,,1,0.585,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,2498760
239,Andre Iguodala,SF,37,MIA,63,1339,9.2,0.734,0.153,-0.1,1.8,1.7,0.062,-2.5,1.8,-0.7,0.4,,1,0.519,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,2478840
240,Ersan İlyasova,PF,33,UTA,17,148,12.1,0.759,0.093,0.1,0.3,0.4,0.122,-2.7,1.5,-1.2,0,,1,0.578,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,2443440
241,Joe Ingles,SF,33,UTA,67,1867,15.9,0.722,0.16,4.7,2.3,7,0.18,2.7,0.7,3.4,2.5,,1,0.672,1.6,11.8,6.9,24,1.2,0.5,16.3,16.6,2432353
242,Brandon Ingram,SF,23,NOP,61,2093,19.2,0.341,0.291,3.9,1.3,5.3,0.12,3.6,-1.4,2.2,2.2,,1,0.584,1.8,13.7,7.8,22.4,1,1.6,11,28,2399160
243,Kyrie Irving,PG,28,BRK,54,1886,24.4,0.348,0.201,5.8,1.6,7.4,0.189,5.7,-0.4,5.3,3.5,,1,0.614,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,2383915
244,Wesley Iwundu,SF,26,TOT,41,539,4.3,0.402,0.304,-0.5,0.4,0,-0.003,-6.1,-0.4,-6.6,-0.6,,0.5,0.428,3,15.2,9.1,4.2,1.4,0.7,14.1,10.8,2379840
244,Wesley Iwundu,SF,26,DAL,23,288,4.9,0.442,0.269,-0.2,0.3,0.1,0.015,-5.6,0.4,-5.1,-0.2,,0.3,0.421,2.3,14.4,8.4,4.4,1.5,1,9.4,9.9,2345640
244,Wesley Iwundu,SF,26,NOP,18,251,3.7,0.36,0.34,-0.3,0.2,-0.1,-0.025,-6.8,-1.5,-8.2,-0.4,,0.2,0.435,3.9,16,9.9,3.9,1.1,0.4,18.4,11.8,2337145
245,Frank Jackson,PG,22,DET,40,738,13.3,0.512,0.256,0.7,0.4,1.2,0.076,-0.4,-1.6,-2.1,0,,1,0.598,2.2,10.8,6.5,7.9,1,0.1,9.4,21.3,2331593
246,Jaren Jackson Jr.,C,21,MEM,11,258,18,0.48,0.336,0.2,0.5,0.7,0.123,-0.7,0.6,-0.1,0.1,,1,0.551,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,2331593
247,Josh Jackson,SG,23,DET,62,1560,12,0.364,0.308,-1.6,1.7,0.1,0.004,-2.4,-0.8,-3.3,-0.5,,1,0.516,4,14.2,9.1,15.1,1.7,2.6,15,26.5,2331593
248,Justin Jackson,SF,25,TOT,34,577,10.4,0.529,0.167,-0.1,0.3,0.2,0.018,-2.1,-1.1,-3.2,-0.2,,0.5,0.516,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,2320044
248,Justin Jackson,SF,25,OKC,33,544,10.7,0.524,0.165,-0.1,0.3,0.2,0.019,-2,-1,-2.9,-0.1,,0.5,0.519,2.6,11,6.8,14.5,1.3,0.3,12,20.2,2320044
248,Justin Jackson,SF,25,MIL,1,33,5.8,0.667,0.222,0,0,0,0.006,-4.5,-3.9,-8.4,-0.1,,0,0.455,6.6,12.3,9.6,3.6,0,0,9.2,13.8,2303040
249,Reggie Jackson,SG,30,LAC,67,1544,14.2,0.482,0.14,2.3,1.4,3.7,0.115,0.5,-0.5,0.1,0.8,,1,0.576,1.8,11.9,7,19,1.3,0.4,10.6,19.9,2283034
250,Justin James,SF,24,SAC,36,310,11.3,0.342,0.324,0.1,0,0.1,0.02,-2.2,-2.3,-4.5,-0.2,,1,0.548,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,2252040
251,LeBron James,PG,36,LAL,45,1504,24.2,0.346,0.31,3,2.6,5.6,0.179,5.9,1.6,7.5,3.6,,1,0.602,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,2250000
252,Mike James,PG,30,BRK,13,236,11.9,0.337,0.293,0,0.1,0.1,0.028,-2.3,-2.2,-4.5,-0.2,,1,0.481,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,2250000
253,DaQuan Jeffries,SG,23,TOT,31,493,7.9,0.558,0.067,0,0.2,0.3,0.027,-3.8,-1.2,-5,-0.4,,0.5,0.514,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,2245400
253,DaQuan Jeffries,SG,23,SAC,18,232,7.2,0.491,0.123,0,0.1,0,0.008,-3.9,-1.8,-5.6,-0.2,,0.3,0.524,4.2,9.7,6.9,3.3,1.4,1.5,11.8,12.6,2210640
253,DaQuan Jeffries,SG,23,HOU,13,261,8.5,0.619,0.016,0.1,0.2,0.2,0.043,-3.8,-0.6,-4.4,-0.2,,0.2,0.504,3.9,13.6,8.6,8.6,1.5,2.1,8.6,11.3,2193480
254,Ty Jerome,SG,23,OKC,33,788,13.4,0.585,0.118,0.9,0.4,1.3,0.079,0.1,-0.4,-0.3,0.3,,1,0.585,1.3,10.8,6,23.7,1.2,0.7,13.5,18.8,2174318
255,Isaiah Joe,SG,21,PHI,41,383,9.5,0.797,0.18,0.2,0.4,0.6,0.078,-2.2,-1.3,-3.5,-0.1,,1,0.533,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,2174318
256,Alize Johnson,PF,24,BRK,18,189,23.5,0.088,0.191,0.6,0.3,0.9,0.227,2.4,0.2,2.6,0.2,,1,0.638,16.6,35,26.3,10.9,1.3,2.3,10.9,19.1,2160000
257,Cameron Johnson,PF,24,PHO,60,1437,11.8,0.694,0.122,1.2,1.4,2.6,0.086,0,-0.6,-0.6,0.5,,1,0.563,2.6,12.9,7.9,8,1.3,1,7.3,17,2141713
258,James Johnson,PF,33,TOT,51,1043,11.4,0.367,0.232,-0.1,1.3,1.2,0.055,-2.6,1.1,-1.5,0.1,,0.5,0.51,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,2137440
258,James Johnson,PF,33,DAL,29,504,12.2,0.414,0.2,0,0.7,0.8,0.073,-2.1,2.2,0.1,0.3,,0.3,0.526,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,2105520
258,James Johnson,PF,33,NOP,22,539,10.6,0.33,0.258,-0.1,0.5,0.4,0.039,-3.2,0.1,-3.1,-0.1,,0.2,0.498,3.6,14.7,9.2,12.2,1.6,3.3,12.1,18,2100000
259,Keldon Johnson,SF,21,SAS,69,1968,13.8,0.257,0.278,1.6,1.7,3.3,0.079,-0.8,-1.1,-1.9,0,,1,0.557,4.9,17.6,11.1,8.9,1,1,9,19.2,2090040
260,Stanley Johnson,PF,24,TOR,61,1006,8.8,0.588,0.236,-0.1,1.1,1,0.048,-3.6,1,-2.6,-0.1,,1,0.519,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,2063280
261,Tyler Johnson,SG,28,BRK,39,684,8.2,0.721,0.115,0.4,0.3,0.7,0.049,-2.5,-1.3,-3.8,-0.3,,1,0.546,1,10.9,6.2,8.7,1,0,8.1,13.3,2058240
262,Nikola Jokić,C,25,DEN,72,2488,31.3,0.183,0.305,12.2,3.4,15.6,0.301,9.2,2.5,11.7,8.6,,1,0.647,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,2048040
263,Damian Jones,C,25,TOT,39,547,14.6,0.049,0.563,1,0.5,1.6,0.138,-2.2,0.9,-1.4,0.1,,0.5,0.712,7.3,17.4,12.3,7,1,4.6,16.8,12.3,2035800
263,Damian Jones,C,25,PHO,14,94,6.7,0.063,0.688,0,0.1,0.1,0.043,-7.2,1.1,-6.1,-0.1,,0.2,0.528,8.6,13,10.9,5.3,0.5,4.8,22.4,12.7,2029920
263,Damian Jones,C,25,LAL,8,112,17.1,0,0.706,0.4,0.2,0.5,0.235,-1.6,1.8,0.2,0.1,,0.1,0.965,8.1,18,13,1.3,0.4,5.6,18.3,10.6,2028594
263,Damian Jones,C,25,SAC,17,341,15.9,0.057,0.5,0.7,0.2,0.9,0.132,-1.1,0.5,-0.6,0.1,,0.2,0.691,6.7,18.5,12.5,9.4,1.3,4.2,14.9,12.7,2028594
264,Derrick Jones Jr.,SF,23,POR,58,1318,11.9,0.447,0.299,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1,,1,0.576,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,2028594
265,Mason Jones,SG,22,TOT,32,334,12.1,0.537,0.52,0,0.2,0.2,0.028,-1.2,-1.2,-2.4,0,,0.5,0.556,2.2,16,8.8,18.9,1,0.3,16.1,23,2018458
265,Mason Jones,SG,22,HOU,26,307,11.1,0.561,0.5,-0.1,0.1,0,0.007,-1.7,-1.3,-3,-0.1,,0.4,0.546,1.3,17,8.9,19.1,0.9,0.3,16.8,23.1,2017320
265,Mason Jones,SG,22,PHI,6,27,23.5,0.222,0.778,0.1,0,0.2,0.27,4,0.1,4.2,0,,0.1,0.662,12.5,4,8.2,16.6,1.8,0,7.6,20.8,2007058
266,Tre Jones,PG,21,SAS,37,269,12.1,0.064,0.244,0.2,0.1,0.4,0.066,-2.2,-1.2,-3.4,-0.1,,1,0.544,3.1,5.2,4.2,20,1.4,0,13.1,16.1,2002800
267,Tyus Jones,PG,24,MEM,70,1222,15,0.339,0.109,1.5,1.3,2.8,0.11,-0.2,0.6,0.4,0.8,,1,0.511,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,2000000
268,DeAndre Jordan,C,32,BRK,57,1246,17.1,0.004,0.369,2.4,1.5,3.9,0.152,0,0.7,0.7,0.8,,1,0.736,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2000000
269,Cory Joseph,PG,29,TOT,63,1446,12.5,0.31,0.207,1.3,0.8,2.1,0.069,-1.9,-0.3,-2.1,-0.1,,0.5,0.556,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,2000000
269,Cory Joseph,PG,29,SAC,44,944,9.9,0.376,0.188,0.4,0.3,0.7,0.037,-3,-0.6,-3.7,-0.4,,0.3,0.534,2.9,8.8,5.8,14.9,2,0.8,14,14.3,1988280
269,Cory Joseph,PG,29,DET,19,502,17.3,0.216,0.233,0.8,0.5,1.4,0.13,0.3,0.5,0.8,0.4,,0.2,0.588,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,1981649
270,Mfiondu Kabengele,PF,23,TOT,39,280,9.5,0.562,0.225,-0.2,0.3,0.2,0.026,-4.5,0,-4.5,-0.2,,0.5,0.486,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,1977011
270,Mfiondu Kabengele,PF,23,LAC,23,94,1.4,0.563,0.188,-0.3,0.1,-0.1,-0.075,-9.2,-1.7,-10.9,-0.2,,0.3,0.39,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,1977011
270,Mfiondu Kabengele,PF,23,CLE,16,186,13.7,0.561,0.246,0.1,0.2,0.3,0.078,-2.2,0.8,-1.3,0,,0.2,0.538,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,1977000
271,Frank Kaminsky,C,27,PHO,47,715,15.8,0.331,0.233,1.1,0.9,2,0.133,0.3,0.8,1.1,0.6,,1,0.547,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1964760
272,Enes Kanter,C,28,POR,72,1758,22.4,0.007,0.292,5.7,1.7,7.5,0.204,2,-1.8,0.2,1,,1,0.636,16.8,31.9,24.2,7.2,0.9,2.4,11,17.4,1950600
273,Luke Kennard,SG,24,LAC,63,1232,12.7,0.541,0.075,1.6,1.1,2.7,0.105,0.3,-1,-0.6,0.4,,1,0.608,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1936440
274,Louis King,SF,21,SAC,6,85,21.2,0.324,0.176,0.2,0.1,0.3,0.16,2.3,2.7,5,0.2,,1,0.6,6.4,17.2,11.8,15.4,4,3,9.8,20.6,1900000
275,Maxi Kleber,PF,29,DAL,50,1341,10.6,0.771,0.135,1.6,1.3,2.9,0.103,-0.6,0,-0.7,0.5,,1,0.606,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1882867
276,Nathan Knight,PF,23,ATL,33,279,13.9,0.33,0.55,0.1,0.3,0.4,0.07,-2.2,-1.5,-3.8,-0.1,,1,0.499,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,1882867
277,Kevin Knox,SF,21,NYK,42,464,9.1,0.622,0.14,0,0.6,0.6,0.065,-1.5,-0.2,-1.7,0,,1,0.537,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,1882867
278,John Konchar,SG,24,MEM,43,575,14.8,0.406,0.217,0.9,0.8,1.7,0.145,-0.4,1.3,0.9,0.4,,1,0.608,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,1865546
279,Furkan Korkmaz,SG,23,PHI,55,1062,12.8,0.634,0.193,0.6,1.5,2,0.092,-0.3,0.1,-0.3,0.5,,1,0.544,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,1824003
280,Luke Kornet,C,25,TOT,31,348,13.3,0.584,0.059,0.2,0.5,0.7,0.095,-0.7,1.3,0.6,0.2,,0.5,0.511,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,1824003
280,Luke Kornet,C,25,CHI,13,94,9.8,0.852,0.148,0,0.1,0.1,0.047,-0.3,0.8,0.5,0.1,,0.2,0.452,1.2,16.3,8.8,5.5,1,6.5,3.4,13.7,1824003
280,Luke Kornet,C,25,BOS,18,254,14.5,0.486,0.027,0.3,0.3,0.6,0.113,-0.9,1.5,0.6,0.2,,0.3,0.534,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,1783557
281,Rodions Kurucs,SF,22,TOT,21,125,6.3,0.656,0.125,-0.3,0.2,-0.1,-0.041,-7,2.5,-4.6,-0.1,,0.5,0.459,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,1780152
281,Rodions Kurucs,SF,22,BRK,5,16,7.7,0.667,0,0,0,0,0.082,-1.2,0.4,-0.8,0,,0.1,0.5,0,19.7,10.4,15.1,0,0,0,8.2,1762796
281,Rodions Kurucs,SF,22,HOU,11,75,0.8,0.714,0.095,-0.4,0.1,-0.3,-0.176,-10.4,2.1,-8.3,-0.1,,0.3,0.297,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,1762796
281,Rodions Kurucs,SF,22,MIL,5,34,17.9,0.5,0.25,0.1,0.1,0.1,0.199,-2.3,4.3,2,0,,0.1,0.845,9.6,17.9,13.9,15,4.1,0,31.1,15.9,1762796
